Title,Latitude,Longitude,County,Visited,Date,HeritageGroup,Link,Note
East Riddlesden Hall,53.873199,-1.87589,West Yorkshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/yorkshire/east-riddlesden-hall,
Hardcastle Crags,53.758548,-2.01806,West Yorkshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/yorkshire/hardcastle-crags,
Marsden Moor,53.601845,-1.93045,West Yorkshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/yorkshire/marsden-moor,
Nostell,53.652599,-1.38881,West Yorkshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/yorkshire/nostell,
Avebury,51.427502,-1.85611,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/avebury,
Buscot and Coleshill Estates,51.640444,-1.660634,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/buscot-and-coleshill-estates,
Calstone and Cherhill Downs,51.42359,-1.935232,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/calstone-and-cherhill-downs,
Cley Hill,51.20299,-2.232584,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/cley-hill,
Dinton Park and Philipps House,51.0849,-1.98937,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/dinton-park-and-philipps-house,
Figsbury Ring,51.103196,-1.732867,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/figsbury-ring,
Great Chalfield Manor and Garden,51.368198,-2.19942,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/great-chalfield-manor-and-garden,
Heritage and Rural Skills Centre,51.640616,-1.660824,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/heritage-and-rural-skills-centre,
Lacock,51.414799,-2.11941,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/lacock,
Little Clarendon,51.0839,-1.97897,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/little-clarendon,
Lockeridge Dene and Piggledene,51.404998,-1.795089,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/lockeridge-dene-and-piggledene,
Mompesson House,51.06676,-1.79853,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/mompesson-house,
Pepperbox Hill,51.022227,-1.698016,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/pepperbox-hill,
Stonehenge Landscape,51.177601,-1.82776,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/stonehenge-landscape,
Stourhead,51.105323,-2.317704,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/stourhead,
Sutton Lane Meadows,51.497764,-2.078461,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/sutton-lane-meadows,
"The Coombes, Hinton Parva",51.54707,-1.67168,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/the-coombes-hinton-parva,
The Courts Garden,51.354401,-2.20101,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/the-courts-garden,
Westwood Manor,51.329399,-2.27024,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/westwood-manor,
White Barrow,51.220798,-1.9543,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/white-barrow,
Win Green,50.985132,-2.108106,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/win-green,
Bredon Barn,52.030201,-2.11954,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/bredon-barn,
Clent Hills,52.424823,-2.092195,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/clent-hills,
Croome,52.105154,-2.166272,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/croome,
Greyfriars House and Garden,52.190455,-2.21898,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/greyfriars-house-and-garden,
Hanbury Hall,52.275398,-2.08633,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/hanbury-hall,
Hawford Dovecote,52.242401,-2.22556,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/hawford-dovecote,
Knowles Mill,52.386007,-2.351114,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/knowles-mill,
Middle Littleton Tithe Barn,52.1213,-1.88429,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/middle-littleton-tithe-barn,
Rosedene,52.354698,-2.10304,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/rosedene,
The Firs,52.198983,-2.283497,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/the-firs,
The Fleece Inn,52.090099,-1.86567,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/the-fleece-inn,
Wichenford Dovecote,52.236801,-2.31302,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/wichenford-dovecote,
Chirk Castle and Garden,52.935902,-3.08353,Wrexham,no,,National Trust,https://www.nationaltrust.org.uk/visit/wales/chirk-castle,
Erddig Hall and Garden,53.027302,-3.00296,Wrexham,no,,National Trust,https://www.nationaltrust.org.uk/visit/wales/erddig,
